individual,time,state,firms,year,n,id,group,treat_date,treat,te,e,y2,y
3,1995,1,0.6820450779119153,1995,16,3,1,1986,1,9.962932011057294,-0.303234216948116,26.341742872021094,116.00813097153673
3,1996,1,0.6820450779119153,1996,17,3,1,1986,1,10.00365577897341,-0.34213015551812664,27.3435707013672,127.3801284911013
3,1997,1,0.6820450779119153,1997,18,3,1,1986,1,9.930118454544429,-0.18861785642886397,28.42354567602748,137.6548486760162
3,1998,1,0.6820450779119153,1998,19,3,1,1986,1,9.981388469312588,0.10504112339882825,29.76847467062333,149.54513630237437
3,1999,1,0.6820450779119153,1999,20,3,1,1986,1,10.016230902138805,0.23718641758645248,30.935462397637174,161.14646412544164
3,2000,1,0.6820450779119153,2000,21,3,1,1986,1,9.954083339436176,0.5333905644982088,32.169518981846295,171.52668573395275
3,2001,1,0.6820450779119153,2001,22,3,1,1986,1,10.059698559962138,-0.3207798566596122,32.42096378121444,183.3164421806465
3,2002,1,0.6820450779119153,2002,23,3,1,1986,1,9.970355459038228,0.12306083952770643,33.77546137647784,193.30114872108948
3,2003,1,0.6820450779119153,2003,24,3,1,1986,1,9.94410913794141,0.11359291526218408,34.73974713111551,203.78960247611948
3,2004,1,0.6820450779119153,2004,25,3,1,1986,1,9.982371226948892,0.4730048916053964,36.13742119646621,215.82010328154627
3,2005,1,0.6820450779119153,2005,26,3,1,1986,1,10.040309826513,0.2297852969213684,36.95214020134629,227.7180269050933
3,2006,1,0.6820450779119153,2006,27,3,1,1986,1,10.049929977252235,0.5045036490082271,38.23647870417238,239.23507824921708
3,2007,1,0.6820450779119153,2007,28,3,1,1986,1,9.977082242144794,0.04442916878958983,38.7035564888463,248.22228357388695
3,2008,1,0.6820450779119153,2008,29,3,1,1986,1,10.026348068179965,0.04126623498042668,39.749659381072306,260.32931688103156
3,2009,1,0.6820450779119153,2009,30,3,1,1986,1,9.994952470602632,-0.315874845186566,40.361122703327986,270.24502952718854
4,1980,1,0.6971994257289849,1980,1,4,1,1986,0,9.951924514049031,0.16233735450355372,1.8595367802325387,1.8595367802325387
4,1981,1,0.6971994257289849,1981,2,4,1,1986,0,9.947434926131606,0.06932859672806488,2.7665280224570497,2.7665280224570497
4,1982,1,0.6971994257289849,1982,3,4,1,1986,0,10.054260582639499,0.03182831189218567,3.7290277376211707,3.7290277376211707
4,1983,1,0.6971994257289849,1983,4,4,1,1986,0,9.951441041108144,0.057118791900382014,4.754318217629367,4.754318217629367
4,1984,1,0.6971994257289849,1984,5,4,1,1986,0,10.015586998828878,-0.30110283078229705,5.3960965949466875,5.3960965949466875
4,1985,1,0.6971994257289849,1985,6,4,1,1986,0,9.993315512469987,-0.6608252898283524,6.036374135900632,6.036374135900632
4,1986,1,0.6971994257289849,1986,7,4,1,1986,1,9.992981643851396,0.1960943531806129,17.886275422760992,17.886275422760992
4,1987,1,0.6971994257289849,1987,8,4,1,1986,1,10.030641923183486,0.3014808120412927,19.029322160953765,29.059964084137253
4,1988,1,0.6971994257289849,1988,9,4,1,1986,1,9.998373943754117,0.2671840465601414,19.962757416043246,39.959505303551474
4,1989,1,0.6971994257289849,1989,10,4,1,1986,1,10.089575830050935,-0.06124605447133427,20.72552920130859,50.994256691461395
4,1990,1,0.6971994257289849,1990,11,4,1,1986,1,9.968175521806252,-0.3007930864425407,21.3645818610927,61.23728394831771
4,1991,1,0.6971994257289849,1991,12,4,1,1986,1,10.012950810389263,0.03507828980097153,22.74522852591922,72.80998257786554
4,1992,1,0.6971994257289849,1992,13,4,1,1986,1,9.967223420676508,-0.309465882345113,23.35495696406038,83.15829748811943
4,1993,1,0.6971994257289849,1993,14,4,1,1986,1,9.912941432511293,0.11069426984165491,24.720835128081934,94.11142515566098
4,1994,1,0.6971994257289849,1994,15,4,1,1986,1,9.939247345312882,0.4524809149832674,26.088927686025137,105.60290644852819
4,1995,1,0.6971994257289849,1995,16,4,1,1986,1,10.058747446464697,-0.15612454487900246,26.59982232731468,117.12854934549694
4,1996,1,0.6971994257289849,1996,17,4,1,1986,1,10.016102097427163,0.21900441250193753,27.932305935658086,128.09332690992971
4,1997,1,0.6971994257289849,1997,18,4,1,1986,1,10.001376527822538,-0.43790052898266757,28.26067542456886,138.27581723061678
4,1998,1,0.6971994257289849,1998,19,4,1,1986,1,10.02278240672744,0.22513045818629976,29.945112290642726,150.21850117137203
4,1999,1,0.6971994257289849,1999,20,4,1,1986,1,9.953653542851004,0.03259879355459553,30.683451762134585,160.08094781919766
4,2000,1,0.6971994257289849,2000,21,4,1,1986,1,10.01106682943186,-0.33037235259482917,31.377893902566015,171.53282951461208
4,2001,1,0.6971994257289849,2001,22,4,1,1986,1,10.018952214055684,-0.1133793791692801,32.60277226061539,182.88705547145065
4,2002,1,0.6971994257289849,2002,23,4,1,1986,1,9.967726556398556,-0.0035426278480085818,33.661383354279536,193.14500825665644
4,2003,1,0.6971994257289849,2003,24,4,1,1986,1,9.95861300245502,-0.06984417394594966,34.585968254238054,203.88238929597344
4,2004,1,0.6971994257289849,2004,25,4,1,1986,1,9.91963825190512,-0.07725234598482429,35.539585331649285,214.09307386594145
4,2005,1,0.6971994257289849,2005,26,4,1,1986,1,10.031384520057946,-0.18643608108401882,36.54214786470291,227.1384537458039
4,2006,1,0.6971994257289849,2006,27,4,1,1986,1,9.95324303037095,0.32054027850133815,37.97098273460128,237.0358433420203
4,2007,1,0.6971994257289849,2007,28,4,1,1986,1,10.00452176631139,0.270395837529484,38.97211702956986,249.06707412210906
4,2008,1,0.6971994257289849,2008,29,4,1,1986,1,9.937492227552758,0.0661298279990955,39.70082148128084,258.32565048744146
4,2009,1,0.6971994257289849,2009,30,4,1,1986,1,9.988990718109475,0.3593692456982111,41.04555938953667,270.79234590605455
5,1980,1,0.8688755108822266,1980,1,5,1,1986,0,10.051962460476012,0.04775501307457489,1.9166305239568016,1.9166305239568016
5,1981,1,0.8688755108822266,1981,2,5,1,1986,0,10.016221727012192,0.10924737699589357,2.97812288787812,2.97812288787812
5,1982,1,0.8688755108822266,1982,3,5,1,1986,0,10.037915546215954,0.37299941677107357,4.2418749276533,4.2418749276533
5,1983,1,0.8688755108822266,1983,4,5,1,1986,0,9.991281778387727,-0.20399371588303947,4.664881794999187,4.664881794999187
5,1984,1,0.8688755108822266,1984,5,5,1,1986,0,10.002134514553418,0.007068274353179921,5.875943785235406,5.875943785235406
5,1985,1,0.8688755108822266,1985,6,5,1,1986,0,10.004256994166022,0.05968258055111389,6.928558091433341,6.928558091433341
5,1986,1,0.8688755108822266,1986,7,5,1,1986,1,10.057980126594375,0.14903442412228857,18.075890061598887,18.075890061598887
5,1987,1,0.8688755108822266,1987,8,5,1,1986,1,9.974124437608502,-0.3157593554427526,18.527240593047974,28.501365030656476
5,1988,1,0.8688755108822266,1988,9,5,1,1986,1,10.013050656672947,0.08488498430386111,19.966811151859034,39.99291246520493
5,1989,1,0.8688755108822266,1989,10,5,1,1986,1,10.042276245813683,-0.08395221481489074,20.82719954188102,50.95402827932207
5,1990,1,0.8688755108822266,1990,11,5,1,1986,1,9.982051948318043,-0.14595359753621023,21.70497386166406,61.63318165493623
5,1991,1,0.8688755108822266,1991,12,5,1,1986,1,9.993778510146313,-0.2515637121491926,22.611090308879348,72.57998285961091
5,1992,1,0.8688755108822266,1992,13,5,1,1986,1,9.989597297778609,-0.48673697442625485,23.37173583423458,83.30931962090624
5,1993,1,0.8688755108822266,1993,14,5,1,1986,1,10.059974879572858,-0.519932005833272,24.40891838462181,94.82874254163183
5,1994,1,0.8688755108822266,1994,15,5,1,1986,1,9.991939268902287,-0.05016300976266985,25.810651770021842,105.74616592124015
5,1995,1,0.8688755108822266,1995,16,5,1,1986,1,9.995816621473963,0.027283299012232778,26.891975431368422,116.8543250246341
5,1996,1,0.8688755108822266,1996,17,5,1,1986,1,10.012721565328935,-0.09092723858984753,27.790669837621312,127.91788549091066
5,1997,1,0.8688755108822266,1997,18,5,1,1986,1,10.02240465056982,-0.14090706201085262,28.75037309944119,138.9968242557092
5,1998,1,0.8688755108822266,1998,19,5,1,1986,1,9.991670330544533,0.35624846760935014,30.21679430903611,150.1168382755705
5,1999,1,0.8688755108822266,1999,20,5,1,1986,1,10.050652296454906,-0.24546324884847354,30.67406455848866,161.33254441240246
5,2000,1,0.8688755108822266,2000,21,5,1,1986,1,10.00733734191551,-0.20620546447104768,31.670007388326688,171.77273017514383
5,2001,1,0.8688755108822266,2001,22,5,1,1986,1,9.981040162226241,0.19533728107396744,33.04525295418244,182.76085538757604
5,2002,1,0.8688755108822266,2002,23,5,1,1986,1,9.98969146915263,-0.08947758095820518,33.769089399076655,193.60415290551873
5,2003,1,0.8688755108822266,2003,24,5,1,1986,1,10.005451784211488,0.026824173831902023,34.90115146892562,204.9938318005209
5,2004,1,0.8688755108822266,2004,25,5,1,1986,1,10.022101864055934,0.2004548492527529,36.09143222419091,216.48926577719772
5,2005,1,0.8688755108822266,2005,26,5,1,1986,1,9.978744766816785,-0.13261037088843922,36.71500990681057,226.3111604763295
5,2006,1,0.8688755108822266,2006,27,5,1,1986,1,9.970170796331297,-0.007843818549519516,37.831202488664005,237.23461841528993
5,2007,1,0.8688755108822266,2007,28,5,1,1986,1,9.979048994432283,-0.11645499740848657,38.73146950790602,248.29149839098397
5,2008,1,0.8688755108822266,2008,29,5,1,1986,1,9.97268368754504,0.01717197546701701,39.85873117389428,259.2577722998852
5,2009,1,0.8688755108822266,2009,30,5,1,1986,1,10.007588263890067,-0.14200299304181765,40.73446078173047,270.908990851202
6,1980,1,1.0114972893944485,1980,1,6,1,1986,0,9.969349433725698,-0.08866808448314674,1.9228292049113016,1.9228292049113016
6,1981,1,1.0114972893944485,1981,2,6,1,1986,0,10.036051307905222,-0.2644039854187366,2.7470933039757117,2.7470933039757117
6,1982,1,1.0114972893944485,1982,3,6,1,1986,0,10.012341839238784,0.19821974182139743,4.209717031215845,4.209717031215845
6,1983,1,1.0114972893944485,1983,4,6,1,1986,0,10.006941679124466,0.3928204994050166,5.404317788799465,5.404317788799465
6,1984,1,1.0114972893944485,1984,5,6,1,1986,0,9.971332639394438,0.21210347690102638,6.223600766295474,6.223600766295474
6,1985,1,1.0114972893944485,1985,6,6,1,1986,0,9.957618044878016,-0.26113950196137264,6.750357787433075,6.750357787433075
6,1986,1,1.0114972893944485,1986,7,6,1,1986,1,9.960607567712158,-0.6424823642661449,17.329622492840464,17.329622492840464
6,1987,1,1.0114972893944485,1987,8,6,1,1986,1,9.98537096689304,0.014367493886353047,19.011235750173842,28.996606717066882
6,1988,1,1.0114972893944485,1988,9,6,1,1986,1,9.985148525851107,0.061287085910188124,20.057932901155745,40.028229952857956
6,1989,1,1.0114972893944485,1989,10,6,1,1986,1,10.009007648242344,-0.22363472771000756,20.796870209926787,50.82389315465382
6,1990,1,1.0114972893944485,1990,11,6,1,1986,1,10.052295608891908,-0.27930559225405915,21.7844873060323,61.99366974159993
6,1991,1,1.0114972893944485,1991,12,6,1,1986,1,10.045613796589015,0.26851140228926695,23.32562248827273,73.55369147121779
6,1992,1,1.0114972893944485,1992,13,6,1,1986,1,10.0059965626589,-0.12125384300442928,23.89624000904892,83.93221938500231
6,1993,1,1.0114972893944485,1993,14,6,1,1986,1,10.018482918999812,0.03430896466395629,25.064289173058217,95.19366960605689
6,1994,1,1.0114972893944485,1994,15,6,1,1986,1,10.058420020645379,-0.4233594782923439,25.646557831747483,106.1139179969105
6,1995,1,1.0114972893944485,1995,16,6,1,1986,1,10.025396426057554,0.04359337211505617,27.080487087567057,117.30905492208504
6,1996,1,1.0114972893944485,1996,17,6,1,1986,1,9.955399766802977,0.03745276798604652,28.00434982418347,127.55834749221324
6,1997,1,1.0114972893944485,1997,18,6,1,1986,1,10.020355088485715,0.048551876557275254,29.08040425443744,139.3043102277803
6,1998,1,1.0114972893944485,1998,19,6,1,1986,1,10.059075103453361,0.30238479691969955,30.372957189767508,151.08185843120785
6,1999,1,1.0114972893944485,1999,20,6,1,1986,1,10.058111938983165,0.5347661472822219,31.60437537565984,162.359830582441
6,2000,1,1.0114972893944485,2000,21,6,1,1986,1,10.074761054742632,-0.011701655984546911,32.07455668815253,173.12121145454938
6,2001,1,1.0114972893944485,2001,22,6,1,1986,1,9.960674677676602,0.08620285968601221,33.05837482675706,182.46849499190608
6,2002,1,1.0114972893944485,2002,23,6,1,1986,1,9.952555510072896,0.04279036167751568,34.006843161144864,193.24773132231118
6,2003,1,1.0114972893944485,2003,24,6,1,1986,1,9.989506389336926,0.01864137719385064,35.019645055925224,204.84125367465296
6,2004,1,1.0114972893944485,2004,25,6,1,1986,1,9.974827560365993,0.10806735676541883,36.09439220652586,215.64128829311372
6,2005,1,1.0114972893944485,2005,26,6,1,1986,1,9.990367021701775,-0.24815110596264955,36.75371320513358,226.5706866174673
6,2006,1,1.0114972893944485,2006,27,6,1,1986,1,9.964864235635511,-0.03570200441710286,37.940659520612854,237.2379442333231
6,2007,1,1.0114972893944485,2007,28,6,1,1986,1,10.02629707603979,-0.11401048284240801,38.92378388259183,249.4760224794274
6,2008,1,1.0114972893944485,2008,29,6,1,1986,1,10.038003346503066,0.2690367323846243,40.31853736828214,261.1546109913496
6,2009,1,1.0114972893944485,2009,30,6,1,1986,1,10.003077264350924,-0.001652060408595132,41.01292249333678,271.083699573408
7,1980,1,1.0556378233269008,1980,1,7,1,1986,0,9.923724605326935,0.03953761514785162,2.0951754384747523,2.0951754384747523
7,1981,1,1.0556378233269008,1981,2,7,1,1986,0,9.945403705311643,0.00258926830137838,3.058227091628279,3.058227091628279
7,1982,1,1.0556378233269008,1982,3,7,1,1986,0,10.013335248928096,0.1589893915821743,4.2146272149090755,4.2146272149090755
7,1983,1,1.0556378233269008,1983,4,7,1,1986,0,10.00793124601989,-0.14360294456400916,4.912034878762892,4.912034878762892
7,1984,1,1.0556378233269008,1984,5,7,1,1986,0,10.009404546756969,-0.2564630730479082,5.7991747502789925,5.7991747502789925
7,1985,1,1.0556378233269008,1985,6,7,1,1986,0,9.992347293653424,-0.05911265988735372,6.996525163439547,6.996525163439547
7,1986,1,1.0556378233269008,1986,7,7,1,1986,1,9.970800043653417,-0.16570391860706155,17.860733948373255,17.860733948373255
7,1987,1,1.0556378233269008,1987,8,7,1,1986,1,9.9955203088209,-0.19266731157636727,18.858490820571433,28.854011129392333
7,1988,1,1.0556378233269008,1988,9,7,1,1986,1,9.979953420141678,0.1801270006983562,20.215718244166936,40.175625084450296
7,1989,1,1.0556378233269008,1989,10,7,1,1986,1,10.008286123909865,-0.08517058399477324,20.978753363241992,51.00361173497159
7,1990,1,1.0556378233269008,1990,11,7,1,1986,1,10.023721402672622,-0.013659734097600759,22.065699491901924,62.16058510259241
7,1991,1,1.0556378233269008,1991,12,7,1,1986,1,9.967709531128756,-0.007909337089602366,23.015438017366055,72.85398567300984
7,1992,1,1.0556378233269008,1992,13,7,1,1986,1,10.007759958642774,-0.2317137065274557,23.831684075442222,83.87824382729886
7,1993,1,1.0556378233269008,1993,14,7,1,1986,1,10.007458622583822,0.056787721132208584,25.119884167042933,95.1720945251297
7,1994,1,1.0556378233269008,1994,15,7,1,1986,1,9.988095721586127,0.19911521937532697,26.242848764288354,106.14761453697737
7,1995,1,1.0556378233269008,1995,16,7,1,1986,1,9.987285172082098,-0.14109442725783145,26.90182856815117,116.78739511689005
7,1996,1,1.0556378233269008,1996,17,7,1,1986,1,9.942312777946043,-0.15260429006794554,27.845346311205,127.26847409066544
7,1997,1,1.0556378233269008,1997,18,7,1,1986,1,10.07770394285069,-0.2658641657218092,28.867477600455782,139.72222097181336
7,1998,1,1.0556378233269008,1998,19,7,1,1986,1,9.935890171357531,0.37775843996180253,30.369286434646234,149.59996849093662
7,1999,1,1.0556378233269008,1999,20,7,1,1986,1,9.974922983049845,-0.26640589256958724,30.76415491380716,160.43815369345512
7,2000,1,1.0556378233269008,2000,21,7,1,1986,1,9.956679293676734,-0.2779719742079581,31.734345142795675,171.12785525426995
7,2001,1,1.0556378233269008,2001,22,7,1,1986,1,10.014163153421267,0.10462289880781334,33.17442387555598,183.38687117687496
7,2002,1,1.0556378233269008,2002,23,7,1,1986,1,10.030905250043848,-0.06138381908191553,34.02515925428883,194.51964325499037
7,2003,1,1.0556378233269008,2003,24,7,1,1986,1,10.018751722598761,-0.07230272903699267,35.00208681688867,205.3208661010676
7,2004,1,1.0556378233269008,2004,25,7,1,1986,1,10.125257430845672,-0.041629248509438936,36.13926600566313,218.3938997608852
7,2005,1,1.0556378233269008,2005,26,7,1,1986,1,9.994607375798754,-0.01821872273197717,37.032026476393675,226.92956661656999
7,2006,1,1.0556378233269008,2006,27,7,1,1986,1,9.957646762067748,-0.1065264612861279,37.90675812410852,237.05969336546346
7,2007,1,1.0556378233269008,2007,28,7,1,1986,1,10.035720131906725,0.1394937115793974,39.230851666813024,249.98097443685424
7,2008,1,1.0556378233269008,2008,29,7,1,1986,1,10.002160836484515,-0.2167564991406688,39.841042160670746,259.8885805633301
7,2009,1,1.0556378233269008,2009,30,7,1,1986,1,9.927388567105005,0.19924435701566123,41.18227074744756,269.5122077908627
8,1980,1,1.1930394611507533,1980,1,8,1,1986,0,10.027344775007105,0.3624195509680996,2.555459012118853,2.555459012118853
8,1981,1,1.1930394611507533,1981,2,8,1,1986,0,10.025814403872134,0.14940125185609401,3.342440713006847,3.342440713006847
8,1982,1,1.1930394611507533,1982,3,8,1,1986,0,9.97743675900325,0.08374256226730854,4.276782023418062,4.276782023418062
8,1983,1,1.1930394611507533,1983,4,8,1,1986,0,9.971126985832512,0.19957410434431797,5.392613565495072,5.392613565495072
8,1984,1,1.1930394611507533,1984,5,8,1,1986,0,10.037824582875498,-0.11146187329004101,6.081577587860712,6.081577587860712
8,1985,1,1.1930394611507533,1985,6,8,1,1986,0,10.002491996359183,-0.33355896992622297,6.859480491224531,6.859480491224531
8,1986,1,1.1930394611507533,1986,7,8,1,1986,1,9.972709950374497,-9.99411307969103e-05,18.165649470394456,18.165649470394456
8,1987,1,1.1930394611507533,1987,8,8,1,1986,1,10.03333586963569,0.4122358761589103,19.638611206945356,29.671947076581045
